auto_regulate	processed_transcript	90
auto_regulate	protein_coding	7313
auto_regulate	antisense_RNA	836
auto_regulate	miRNA	1461
auto_regulate	lincRNA	1233
auto_regulate	sense_intronic	83
auto_regulate	unprocessed_pseudogene	73
auto_regulate	transcribed_unprocessed_pseudogene	50
auto_regulate	TEC	130
auto_regulate	misc_RNA	111
auto_regulate	snoRNA	43
auto_regulate	snRNA	151
auto_regulate	sense_overlapping	23
auto_regulate	processed_pseudogene	768
auto_regulate	rRNA	50
auto_regulate	polymorphic_pseudogene	2
auto_regulate	transcribed_unitary_pseudogene	24
auto_regulate	transcribed_processed_pseudogene	36
auto_regulate	scaRNA	2
auto_regulate	3prime_overlapping_ncRNA	2
auto_regulate	scRNA	1
auto_regulate	IG_V_gene	1
auto_regulate	pseudogene	2
auto_regulate	sRNA	1
auto_regulate	bidirectional_promoter_lncRNA	2
auto_regulate	unitary_pseudogene	4
no_feedback	processed_transcript	71
no_feedback	protein_coding	7204
no_feedback	transcribed_unprocessed_pseudogene	48
no_feedback	lincRNA	1076
no_feedback	miRNA	1415
no_feedback	antisense_RNA	789
no_feedback	unprocessed_pseudogene	61
no_feedback	transcribed_unitary_pseudogene	23
no_feedback	misc_RNA	92
no_feedback	processed_pseudogene	499
no_feedback	sense_intronic	87
no_feedback	snoRNA	38
no_feedback	snRNA	105
no_feedback	TEC	114
no_feedback	unitary_pseudogene	8
no_feedback	rRNA	30
no_feedback	polymorphic_pseudogene	2
no_feedback	transcribed_processed_pseudogene	27
no_feedback	3prime_overlapping_ncRNA	5
no_feedback	scaRNA	2
no_feedback	sense_overlapping	26
no_feedback	IG_V_pseudogene	7
no_feedback	IG_V_gene	9
no_feedback	IG_C_gene	3
no_feedback	IG_J_gene	1
no_feedback	scRNA	1
no_feedback	pseudogene	2
no_feedback	bidirectional_promoter_lncRNA	1
no_feedback	TR_V_pseudogene	1
auto_regulate	processed_transcript	82
auto_regulate	protein_coding	5493
auto_regulate	misc_RNA	177
auto_regulate	miRNA	970
auto_regulate	transcribed_unitary_pseudogene	26
auto_regulate	transcribed_unprocessed_pseudogene	46
auto_regulate	processed_pseudogene	1629
auto_regulate	lincRNA	1603
auto_regulate	unprocessed_pseudogene	138
auto_regulate	sense_intronic	94
auto_regulate	TEC	115
auto_regulate	snoRNA	58
auto_regulate	antisense_RNA	700
auto_regulate	rRNA	90
auto_regulate	snRNA	296
auto_regulate	unitary_pseudogene	13
auto_regulate	transcribed_processed_pseudogene	68
auto_regulate	translated_processed_pseudogene	1
auto_regulate	polymorphic_pseudogene	7
auto_regulate	3prime_overlapping_ncRNA	2
auto_regulate	scaRNA	2
auto_regulate	sense_overlapping	24
auto_regulate	bidirectional_promoter_lncRNA	3
auto_regulate	IG_V_gene	2
auto_regulate	TR_V_gene	2
auto_regulate	TR_V_pseudogene	2
auto_regulate	unprocessed_pseudogene	76
auto_regulate	protein_coding	6306
auto_regulate	miRNA	1161
auto_regulate	lincRNA	1069
auto_regulate	snoRNA	36
auto_regulate	antisense_RNA	671
auto_regulate	transcribed_unprocessed_pseudogene	43
auto_regulate	processed_pseudogene	694
auto_regulate	misc_RNA	107
auto_regulate	processed_transcript	74
auto_regulate	sense_intronic	71
auto_regulate	TEC	103
auto_regulate	snRNA	140
auto_regulate	rRNA	35
auto_regulate	transcribed_processed_pseudogene	30
auto_regulate	pseudogene	3
auto_regulate	transcribed_unitary_pseudogene	21
auto_regulate	scaRNA	3
auto_regulate	sense_overlapping	16
auto_regulate	bidirectional_promoter_lncRNA	4
auto_regulate	sRNA	1
auto_regulate	IG_C_gene	3
auto_regulate	3prime_overlapping_ncRNA	2
auto_regulate	scRNA	1
auto_regulate	polymorphic_pseudogene	1
auto_regulate	unitary_pseudogene	5
auto_regulate	TR_V_gene	3
auto_regulate	TR_V_pseudogene	1
auto_regulate	IG_V_pseudogene	2
auto_regulate	IG_V_gene	1
no_feedback	unprocessed_pseudogene	63
no_feedback	protein_coding	6743
no_feedback	lincRNA	964
no_feedback	miRNA	1195
no_feedback	transcribed_unprocessed_pseudogene	52
no_feedback	processed_transcript	79
no_feedback	antisense_RNA	526
no_feedback	sense_overlapping	16
no_feedback	misc_RNA	88
no_feedback	TEC	84
no_feedback	processed_pseudogene	674
no_feedback	sense_intronic	54
no_feedback	snoRNA	38
no_feedback	snRNA	107
